gender,occupation,city_category,stay_years,marital_status,purchase_amount,quantity,age_group,product_category,payment_method
F,15,A,3,0,426.07,4,0-17,Esportes,Cartao_Credito
M,13,B,3,1,37.82,2,46-50,Beleza,Dinheiro
M,2,C,4,0,381.05,5,18-25,Esportes,Boleto
M,5,A,2,1,118.76,4,26-35,Esportes,Cartao_Debito
M,13,B,2,1,456.48,4,36-45,Casa,Dinheiro
M,7,A,1,0,354.71,4,26-35,Eletronicos,Dinheiro
M,5,C,1,1,190.72,2,26-35,Eletronicos,Dinheiro
M,2,C,3,1,342.14,1,18-25,Esportes,Cartao_Credito
F,2,B,2,1,163.23,1,0-17,Beleza,Cartao_Credito
F,7,B,1,0,85.59,4,36-45,Casa,PIX
F,10,B,0,0,310.71,1,36-45,Roupas,Boleto
F,17,C,4,0,138.18,1,51-55,Beleza,Dinheiro
F,20,C,0,0,269.75,3,55+,Beleza,Dinheiro
M,4,B,3,0,66.5,4,26-35,Roupas,Dinheiro
M,16,B,4,0,606.66,1,55+,Esportes,Boleto
M,16,B,3,0,133.1,1,46-50,Roupas,Boleto
F,14,A,1,0,179.22,5,51-55,Beleza,Cartao_Debito
F,8,B,4,0,280.56,5,26-35,Eletronicos,PIX
M,14,C,1,0,37.36,2,46-50,Esportes,Dinheiro
F,19,B,4,1,250.81,4,51-55,Brinquedos,Dinheiro
F,10,A,4,1,982.2,5,36-45,Eletronicos,Dinheiro
F,3,A,4,0,67.73,1,0-17,Alimentos,Dinheiro
F,14,A,4,1,142.56,3,46-50,Brinquedos,PIX
M,11,C,3,0,498.74,1,26-35,Esportes,Cartao_Credito
F,15,B,0,1,47.71,4,51-55,Alimentos,Cartao_Debito
F,11,A,2,1,132.66,5,46-50,Beleza,Dinheiro
M,15,B,2,0,74.08,2,36-45,Eletronicos,Cartao_Debito
M,8,B,3,0,132.92,1,26-35,Esportes,Dinheiro
F,4,A,1,0,668.24,4,46-50,Eletronicos,Boleto
F,17,A,1,0,160.68,4,51-55,Alimentos,Dinheiro
F,7,C,2,0,82.2,1,18-25,Beleza,Cartao_Debito
M,18,B,0,0,374.12,3,46-50,Esportes,Cartao_Credito
F,13,B,2,1,498.56,5,46-50,Beleza,Cartao_Credito
M,19,A,0,1,126.26,5,51-55,Beleza,PIX
M,12,A,3,0,252.54,3,46-50,Casa,Boleto
M,19,C,3,0,151.64,4,55+,Alimentos,Boleto
F,19,A,0,0,748.55,2,51-55,Roupas,Cartao_Credito
F,10,A,2,0,401.83,2,36-45,Eletronicos,Boleto
F,5,B,3,1,592.1,5,51-55,Esportes,Boleto
F,18,B,2,1,80.15,1,51-55,Brinquedos,Cartao_Debito
F,6,A,1,1,173.04,1,26-35,Beleza,PIX
M,17,A,1,1,104.42,1,51-55,Brinquedos,Dinheiro
M,7,A,1,0,290.96,4,46-50,Eletronicos,Cartao_Credito
F,12,B,1,1,183.13,1,46-50,Beleza,PIX
M,9,A,3,1,370.24,1,46-50,Esportes,Cartao_Debito
F,8,A,4,1,156.29,3,26-35,Brinquedos,Cartao_Credito
M,3,C,3,1,155.04,5,18-25,Eletronicos,Dinheiro
M,14,B,0,1,467.58,4,36-45,Esportes,Cartao_Debito
M,20,C,0,1,77.19,4,51-55,Casa,Cartao_Debito
M,10,B,0,1,354.3,3,36-45,Esportes,Boleto
F,13,A,0,0,166.3,4,26-35,Beleza,Dinheiro
M,19,C,4,1,306.13,1,55+,Esportes,Boleto
F,0,C,1,1,62.08,5,0-17,Eletronicos,Cartao_Debito
F,13,C,3,0,115.03,1,55+,Beleza,Dinheiro
F,6,A,2,1,105.95,1,26-35,Alimentos,Dinheiro
F,6,C,2,0,230.15,2,26-35,Beleza,Cartao_Debito
M,10,B,3,1,143.76,4,36-45,Casa,PIX
M,4,B,4,1,375.86,3,18-25,Esportes,Cartao_Credito
F,13,B,0,0,773.52,5,46-50,Eletronicos,Boleto
M,14,C,4,0,245.0,1,46-50,Eletronicos,PIX
F,19,B,0,1,471.28,3,46-50,Beleza,Cartao_Credito
F,8,A,4,1,77.63,5,46-50,Casa,PIX
M,20,C,4,1,1038.26,5,55+,Eletronicos,Cartao_Credito
M,20,B,4,0,58.02,1,51-55,Alimentos,Dinheiro
F,16,B,2,0,215.99,1,46-50,Alimentos,PIX
M,15,A,2,1,543.06,5,46-50,Alimentos,Cartao_Credito
M,13,C,4,0,255.31,3,46-50,Esportes,Boleto
M,10,B,4,1,117.61,3,46-50,Beleza,Cartao_Debito
F,4,B,0,0,189.36,3,0-17,Alimentos,PIX
F,15,B,3,1,494.85,2,46-50,Eletronicos,Cartao_Debito
F,2,A,1,0,161.21,4,18-25,Esportes,PIX
M,19,A,2,0,31.75,5,55+,Casa,Dinheiro
F,11,A,1,0,89.14,5,18-25,Alimentos,PIX
M,0,B,1,0,200.26,4,18-25,Brinquedos,Cartao_Debito
M,7,A,0,0,51.77,5,18-25,Alimentos,PIX
M,12,B,1,1,347.09,3,46-50,Esportes,Cartao_Credito
M,5,B,2,1,73.45,3,26-35,Brinquedos,PIX
M,0,A,1,0,219.83,2,0-17,Beleza,PIX
F,10,B,2,0,439.66,3,26-35,Esportes,Dinheiro
F,13,B,2,1,277.23,1,36-45,Eletronicos,Dinheiro
M,8,C,4,0,52.82,1,46-50,Alimentos,PIX
M,15,A,4,0,92.56,5,46-50,Eletronicos,Cartao_Debito
M,6,B,3,1,162.3,2,26-35,Beleza,Dinheiro
F,16,A,1,0,176.71,5,46-50,Beleza,Dinheiro
F,15,A,1,1,153.22,2,51-55,Beleza,Dinheiro
F,16,B,2,0,149.82,2,51-55,Casa,Boleto
F,7,C,3,1,214.42,3,18-25,Beleza,Dinheiro
M,7,B,1,0,102.59,4,36-45,Casa,Cartao_Debito
F,11,C,2,1,350.81,2,26-35,Eletronicos,Cartao_Credito
M,16,A,3,0,476.93,4,51-55,Casa,Boleto
M,4,A,4,1,193.61,3,0-17,Eletronicos,Cartao_Credito
F,14,C,0,0,355.22,5,46-50,Esportes,Cartao_Debito
M,17,B,4,1,280.34,2,51-55,Eletronicos,PIX
M,7,A,2,0,266.86,4,36-45,Eletronicos,Cartao_Debito
M,16,A,1,0,86.74,4,51-55,Esportes,Dinheiro
M,0,C,2,1,251.08,1,18-25,Eletronicos,Dinheiro
M,6,A,0,0,196.98,3,26-35,Eletronicos,Dinheiro
F,16,B,0,0,128.46,5,55+,Beleza,PIX
M,8,B,2,1,418.49,2,36-45,Eletronicos,Cartao_Credito
M,14,B,0,0,377.52,1,0-17,Esportes,Cartao_Credito
M,8,B,0,1,496.98,2,36-45,Alimentos,Boleto
F,4,B,2,0,225.47,4,18-25,Beleza,Cartao_Debito
M,15,A,0,0,227.29,1,46-50,Esportes,Dinheiro
M,4,B,2,1,905.34,2,26-35,Eletronicos,Dinheiro
M,17,C,4,1,251.08,2,51-55,Eletronicos,Dinheiro
M,10,B,1,0,115.02,3,26-35,Alimentos,Dinheiro
M,9,B,3,0,265.04,3,46-50,Eletronicos,PIX
M,5,C,4,1,194.59,2,18-25,Beleza,PIX
F,0,C,2,1,253.32,5,26-35,Eletronicos,Dinheiro
F,1,C,0,1,149.15,3,26-35,Brinquedos,PIX
M,19,B,0,1,155.93,2,51-55,Beleza,Dinheiro
M,20,B,2,1,646.92,3,51-55,Eletronicos,Boleto
M,6,B,1,1,265.05,2,26-35,Esportes,Cartao_Debito
F,13,A,4,1,275.85,3,46-50,Esportes,Dinheiro
F,20,C,4,1,175.8,4,51-55,Roupas,Dinheiro
M,4,B,4,0,83.84,3,18-25,Beleza,PIX
M,11,B,1,1,754.22,3,46-50,Eletronicos,Cartao_Credito
F,2,A,4,1,313.15,4,55+,Esportes,Boleto
M,7,C,2,0,351.2,4,0-17,Alimentos,Boleto
M,0,B,0,0,55.74,3,18-25,Casa,PIX
F,0,B,2,1,93.28,4,0-17,Alimentos,PIX
M,15,A,2,1,235.16,4,51-55,Eletronicos,Dinheiro
M,12,C,4,1,356.66,5,46-50,Esportes,Cartao_Credito
F,10,A,3,1,112.8,5,0-17,Beleza,PIX
M,3,B,3,0,146.53,2,26-35,Esportes,PIX
M,2,A,2,0,196.16,5,0-17,Beleza,Dinheiro
M,14,A,1,1,151.76,1,46-50,Eletronicos,PIX
F,16,A,1,1,162.31,4,51-55,Brinquedos,Cartao_Debito
M,5,B,4,0,83.27,2,26-35,Esportes,Dinheiro
M,9,B,4,1,179.66,1,26-35,Beleza,Cartao_Debito
M,15,A,3,0,243.75,3,51-55,Eletronicos,Dinheiro
M,19,B,1,1,739.82,2,55+,Esportes,Boleto
M,2,A,0,0,64.38,3,0-17,Alimentos,Dinheiro
M,13,B,3,1,318.57,2,46-50,Eletronicos,Cartao_Credito
M,11,A,0,0,143.67,1,46-50,Beleza,Boleto
F,14,A,1,0,156.7,1,46-50,Beleza,PIX
F,19,B,3,1,74.06,5,51-55,Casa,Boleto
F,9,C,4,0,100.49,2,46-50,Beleza,Boleto
F,8,A,3,0,662.7,1,18-25,Esportes,PIX
M,9,B,4,0,253.34,4,0-17,Casa,PIX
F,5,A,4,0,178.44,5,26-35,Brinquedos,Boleto
F,4,A,1,1,119.62,1,18-25,Beleza,PIX
F,7,A,2,1,140.89,4,18-25,Brinquedos,PIX
M,10,B,2,0,260.11,1,36-45,Eletronicos,Dinheiro
M,0,A,3,0,178.7,1,18-25,Brinquedos,Cartao_Credito
F,19,B,2,1,40.51,2,26-35,Beleza,Cartao_Debito
M,0,A,4,0,568.65,3,0-17,Eletronicos,Cartao_Debito
M,9,C,3,0,258.15,1,26-35,Esportes,Cartao_Debito
M,5,C,3,1,143.07,1,0-17,Alimentos,PIX
F,3,B,1,0,280.85,2,18-25,Roupas,Boleto
M,1,B,4,0,167.46,5,0-17,Eletronicos,Cartao_Debito
F,16,A,1,0,166.34,2,18-25,Beleza,Dinheiro
M,0,B,3,1,105.57,3,0-17,Alimentos,PIX
M,11,A,3,0,261.89,5,46-50,Beleza,PIX
M,10,C,4,0,309.63,2,55+,Eletronicos,Boleto
F,12,B,0,0,156.07,3,18-25,Beleza,PIX
F,12,A,2,1,335.94,5,36-45,Casa,Boleto
M,3,A,4,1,230.95,4,51-55,Roupas,Boleto
M,17,C,1,0,453.73,4,46-50,Esportes,Cartao_Credito
M,2,B,0,1,441.89,5,0-17,Eletronicos,Boleto
M,12,B,3,0,224.91,5,51-55,Esportes,Dinheiro
F,0,B,3,0,88.87,1,0-17,Alimentos,PIX
M,11,B,3,1,211.61,2,36-45,Beleza,Dinheiro
F,19,B,0,0,57.14,2,55+,Beleza,PIX
F,9,A,0,0,173.98,4,26-35,Roupas,Dinheiro
F,10,B,1,0,198.43,5,36-45,Casa,Cartao_Debito
F,5,A,4,0,60.49,5,26-35,Beleza,Boleto
M,8,A,2,0,452.73,5,36-45,Eletronicos,Cartao_Credito
M,1,A,3,0,352.96,3,18-25,Eletronicos,Boleto
F,13,B,3,1,67.35,1,36-45,Eletronicos,Cartao_Debito
F,8,B,0,1,396.12,5,26-35,Roupas,Boleto
F,3,C,4,1,410.44,2,18-25,Eletronicos,Cartao_Debito
F,12,A,3,0,61.03,1,46-50,Eletronicos,Cartao_Debito
F,7,A,3,0,517.27,3,18-25,Casa,Boleto
M,19,A,1,0,112.16,1,0-17,Esportes,Cartao_Debito
F,13,B,3,0,221.87,3,55+,Casa,Cartao_Credito
F,0,B,2,0,150.41,2,0-17,Beleza,PIX
F,18,A,4,0,137.8,5,55+,Casa,Cartao_Debito
F,0,C,2,0,446.75,4,51-55,Eletronicos,Boleto
F,15,A,0,1,340.48,3,36-45,Eletronicos,Cartao_Credito
M,11,C,1,1,188.16,1,46-50,Beleza,Cartao_Debito
F,5,A,1,0,218.39,3,26-35,Alimentos,Cartao_Debito
M,10,B,1,0,230.07,3,55+,Beleza,Dinheiro
F,19,C,4,0,519.96,1,55+,Eletronicos,Boleto
M,19,A,3,0,296.48,3,51-55,Eletronicos,Dinheiro
F,2,B,3,0,325.33,3,26-35,Brinquedos,Cartao_Credito
M,3,B,3,0,489.72,4,18-25,Casa,Cartao_Credito
F,12,A,4,0,102.88,5,46-50,Beleza,PIX
M,0,B,1,0,52.95,2,18-25,Beleza,Boleto
M,13,B,1,0,595.53,3,18-25,Roupas,PIX
F,19,A,1,0,278.82,5,0-17,Casa,PIX
M,15,A,0,1,348.3,2,46-50,Eletronicos,Cartao_Credito
F,20,A,0,1,404.17,4,51-55,Eletronicos,Cartao_Credito
F,5,A,1,0,139.7,1,18-25,Brinquedos,PIX
F,19,A,3,1,214.63,5,51-55,Beleza,Dinheiro
M,12,C,1,0,151.33,2,46-50,Beleza,PIX
F,16,B,3,1,856.98,3,36-45,Eletronicos,PIX
F,6,B,0,0,143.59,2,26-35,Beleza,Dinheiro
M,9,A,2,0,155.83,5,26-35,Alimentos,Boleto
M,19,A,2,1,162.91,4,55+,Eletronicos,Dinheiro
M,8,A,2,0,198.58,4,0-17,Casa,Dinheiro
M,6,B,2,1,435.36,3,46-50,Esportes,Cartao_Credito
M,15,C,3,0,561.27,1,51-55,Brinquedos,Cartao_Credito
M,1,C,3,0,118.62,1,18-25,Eletronicos,Cartao_Debito
F,11,A,2,0,222.53,2,36-45,Roupas,Cartao_Credito
F,7,A,4,0,137.2,4,36-45,Beleza,PIX
M,16,B,1,1,336.82,1,46-50,Casa,Boleto
F,0,C,2,1,784.82,1,0-17,Esportes,Cartao_Debito
M,9,C,0,1,148.43,5,26-35,Beleza,PIX
M,12,C,2,0,321.28,2,26-35,Eletronicos,Dinheiro
M,6,A,0,1,233.59,1,18-25,Beleza,PIX
M,0,A,2,0,344.51,4,26-35,Eletronicos,Boleto
M,3,A,0,0,304.72,5,18-25,Eletronicos,Boleto
F,5,B,3,1,103.8,5,55+,Beleza,Cartao_Debito
M,7,C,4,1,273.65,4,36-45,Eletronicos,Cartao_Debito
M,19,B,1,1,289.03,4,36-45,Esportes,Cartao_Debito
F,17,B,2,0,448.23,2,46-50,Eletronicos,Dinheiro
M,16,A,1,1,176.05,3,51-55,Alimentos,PIX
M,16,A,3,0,92.53,5,51-55,Esportes,PIX
M,4,B,4,0,261.83,3,26-35,Eletronicos,Cartao_Credito
M,2,B,4,1,331.74,3,26-35,Brinquedos,Cartao_Credito
F,18,A,4,1,92.76,1,51-55,Casa,Dinheiro
F,4,B,4,0,190.27,5,26-35,Beleza,PIX
M,20,B,1,0,280.08,1,51-55,Beleza,PIX
F,13,B,4,0,100.27,3,26-35,Brinquedos,Boleto
M,11,B,3,0,123.07,3,26-35,Esportes,PIX
F,10,B,4,1,263.54,3,36-45,Esportes,Cartao_Debito
M,7,B,3,0,44.39,5,26-35,Alimentos,Boleto
M,12,A,0,0,133.2,2,46-50,Esportes,PIX
F,16,C,1,0,323.79,2,18-25,Eletronicos,Cartao_Credito
F,16,C,1,1,526.9,3,46-50,Esportes,Cartao_Credito
F,9,A,0,1,134.54,1,46-50,Alimentos,Cartao_Credito
F,7,C,2,1,35.99,3,55+,Roupas,Dinheiro
M,14,C,3,1,582.47,5,51-55,Casa,Boleto
M,18,B,2,1,578.15,4,55+,Casa,Boleto
M,1,B,2,0,73.6,3,18-25,Roupas,PIX
F,11,B,0,0,687.05,3,36-45,Brinquedos,Cartao_Debito
F,14,C,1,1,70.91,1,46-50,Beleza,PIX
M,14,A,3,0,269.76,4,51-55,Esportes,Dinheiro
M,1,C,2,1,321.13,3,18-25,Esportes,Boleto
F,13,B,1,0,120.27,1,51-55,Roupas,PIX
M,11,B,1,0,199.71,1,46-50,Beleza,Dinheiro
M,15,B,0,1,103.69,5,51-55,Esportes,Cartao_Debito
F,3,B,2,1,285.52,3,26-35,Eletronicos,PIX
F,8,C,3,0,625.22,4,55+,Casa,Dinheiro
M,5,B,1,0,594.2,2,36-45,Eletronicos,Boleto
M,4,C,1,0,238.87,4,18-25,Eletronicos,Boleto
M,16,A,2,0,272.51,4,51-55,Eletronicos,Cartao_Credito
M,4,C,3,0,303.7,2,26-35,Esportes,Boleto
M,4,C,2,0,161.44,2,26-35,Beleza,Dinheiro
F,7,C,1,1,199.01,3,26-35,Alimentos,Cartao_Credito
F,3,A,3,0,144.5,5,18-25,Esportes,Dinheiro
M,13,B,4,1,227.7,5,36-45,Eletronicos,Cartao_Debito
F,14,A,4,1,137.93,2,36-45,Roupas,PIX
F,5,A,4,1,95.09,1,26-35,Beleza,Dinheiro
F,4,A,2,1,258.96,1,26-35,Eletronicos,Cartao_Credito
F,10,B,4,0,275.31,4,46-50,Eletronicos,Dinheiro
F,0,B,4,0,495.73,1,0-17,Esportes,Cartao_Credito
F,9,A,2,0,221.6,3,26-35,Roupas,Boleto
F,7,C,1,0,340.14,1,26-35,Casa,Boleto
M,5,A,4,1,335.1,1,26-35,Esportes,Boleto
F,20,C,0,1,584.41,2,51-55,Casa,Boleto
M,18,C,3,0,231.65,2,55+,Alimentos,Dinheiro
M,17,C,4,1,330.38,4,55+,Eletronicos,Cartao_Credito
F,9,B,2,1,206.41,4,36-45,Alimentos,Cartao_Debito
M,1,C,2,0,228.55,3,0-17,Alimentos,Cartao_Debito
F,6,B,0,1,510.78,3,46-50,Beleza,Cartao_Credito
M,5,A,0,0,659.3,1,26-35,Eletronicos,Cartao_Debito
M,15,B,2,1,197.52,2,46-50,Alimentos,Cartao_Credito
M,1,C,1,1,275.34,1,18-25,Eletronicos,PIX
M,3,A,4,1,290.27,4,36-45,Esportes,Dinheiro
F,20,A,0,1,712.82,2,55+,Beleza,Boleto
M,15,B,3,0,245.82,5,0-17,Esportes,PIX
F,0,B,3,0,403.29,4,0-17,Eletronicos,Cartao_Credito
M,15,C,4,0,272.51,3,51-55,Alimentos,PIX
M,2,B,2,0,124.42,5,0-17,Alimentos,PIX
M,3,A,0,1,80.4,5,18-25,Casa,Cartao_Debito
M,19,C,1,1,323.83,5,46-50,Brinquedos,Cartao_Credito
M,9,C,4,0,307.35,4,26-35,Brinquedos,Boleto
M,12,B,4,0,255.99,4,0-17,Brinquedos,Cartao_Debito
M,0,B,3,0,32.32,4,18-25,Alimentos,Cartao_Credito
M,18,B,0,1,128.58,3,51-55,Alimentos,Boleto
M,14,A,1,0,88.84,3,46-50,Alimentos,PIX
M,4,B,3,1,533.91,4,26-35,Brinquedos,Cartao_Credito
M,7,B,0,0,108.66,1,26-35,Casa,Cartao_Debito
M,5,A,3,0,57.54,2,36-45,Alimentos,Dinheiro
M,8,C,2,1,307.14,1,26-35,Esportes,Cartao_Credito
F,17,A,4,1,330.01,2,51-55,Eletronicos,Cartao_Credito
M,7,B,3,0,164.25,4,18-25,Casa,PIX
F,3,A,1,0,306.78,4,18-25,Eletronicos,Boleto
F,7,B,4,0,182.26,2,26-35,Alimentos,PIX
M,20,A,3,0,206.8,5,51-55,Beleza,Dinheiro
M,1,B,1,1,281.31,1,0-17,Beleza,PIX
M,3,B,1,0,339.17,4,18-25,Eletronicos,Cartao_Credito
M,17,A,0,0,84.65,4,51-55,Eletronicos,PIX
F,7,A,2,0,132.07,2,46-50,Alimentos,Cartao_Credito
M,10,B,3,1,277.38,5,26-35,Eletronicos,PIX
F,10,C,1,0,609.49,2,26-35,Eletronicos,Cartao_Credito
F,16,C,1,0,89.81,3,51-55,Beleza,Dinheiro
M,20,A,0,1,1130.34,4,55+,Brinquedos,Boleto
F,2,A,0,0,239.09,3,18-25,Roupas,Dinheiro
M,6,B,3,0,440.96,4,36-45,Casa,Cartao_Debito
F,0,B,2,1,411.12,3,0-17,Esportes,Cartao_Credito
M,1,A,4,1,119.7,1,0-17,Alimentos,Cartao_Debito
M,4,A,1,1,241.37,5,36-45,Esportes,Dinheiro
M,11,B,4,0,230.41,2,36-45,Beleza,PIX
M,6,C,0,0,75.39,3,26-35,Alimentos,Dinheiro
M,15,B,4,1,90.16,4,51-55,Brinquedos,PIX
F,13,B,1,0,266.49,1,0-17,Esportes,PIX
F,0,B,0,1,144.49,5,26-35,Beleza,Cartao_Debito
F,0,C,3,0,189.03,2,0-17,Beleza,Boleto
M,12,C,1,0,49.59,4,36-45,Alimentos,Cartao_Debito
F,15,B,0,0,238.61,3,51-55,Eletronicos,Boleto
F,3,C,0,0,151.71,2,26-35,Beleza,PIX
F,5,B,3,1,321.47,3,18-25,Brinquedos,Cartao_Credito
F,3,A,3,1,94.58,1,36-45,Beleza,Cartao_Debito
M,6,B,3,1,591.99,4,26-35,Alimentos,PIX
M,6,B,4,1,764.49,4,26-35,Casa,Cartao_Debito
F,19,C,0,0,579.64,2,51-55,Esportes,Dinheiro
M,3,A,0,1,225.04,1,18-25,Alimentos,Cartao_Debito
M,5,A,0,0,312.45,2,26-35,Eletronicos,Cartao_Credito
F,5,A,2,1,362.11,4,46-50,Casa,Dinheiro
M,14,B,4,1,201.56,2,46-50,Brinquedos,Cartao_Debito
F,4,B,0,1,543.59,2,18-25,Eletronicos,Boleto
M,9,B,3,0,219.01,1,36-45,Brinquedos,PIX
F,7,A,0,1,311.76,4,26-35,Eletronicos,Boleto
M,0,B,0,1,117.51,4,36-45,Beleza,Dinheiro
M,3,B,1,0,714.26,3,18-25,Eletronicos,Cartao_Debito
M,17,B,4,0,378.13,3,46-50,Alimentos,Boleto
M,1,A,3,1,254.13,5,18-25,Eletronicos,PIX
F,14,A,1,0,220.14,4,46-50,Alimentos,Dinheiro
M,10,C,2,1,171.78,2,36-45,Alimentos,Dinheiro
F,9,A,1,1,134.63,3,46-50,Beleza,PIX
M,3,B,0,1,248.81,3,0-17,Roupas,Cartao_Debito
F,7,C,3,1,646.98,5,36-45,Eletronicos,PIX
F,1,A,4,0,272.75,5,0-17,Eletronicos,PIX
M,8,C,0,1,418.86,1,26-35,Esportes,Cartao_Debito
M,6,B,0,1,520.22,2,0-17,Eletronicos,PIX
M,8,A,1,0,168.37,2,36-45,Casa,PIX
M,8,C,1,1,724.62,4,26-35,Eletronicos,Dinheiro
F,4,A,2,1,185.83,2,26-35,Brinquedos,Cartao_Debito
M,17,A,1,0,207.5,4,55+,Alimentos,Boleto
F,6,A,4,1,291.86,5,46-50,Roupas,Cartao_Debito
M,4,B,0,0,264.55,3,0-17,Esportes,PIX
F,14,C,3,0,273.15,1,51-55,Eletronicos,Dinheiro
F,2,B,1,0,299.56,5,18-25,Alimentos,PIX
F,20,C,2,1,96.54,4,46-50,Beleza,Cartao_Debito
M,7,B,0,0,317.84,4,18-25,Eletronicos,Cartao_Debito
F,0,C,4,0,149.09,1,18-25,Beleza,Dinheiro
M,13,C,2,1,384.49,2,36-45,Esportes,Boleto
F,4,A,0,1,383.41,4,18-25,Eletronicos,Dinheiro
M,5,B,0,0,85.24,1,18-25,Alimentos,PIX
M,18,A,2,1,40.62,4,51-55,Brinquedos,Cartao_Debito
F,7,A,3,0,173.39,5,36-45,Esportes,PIX
F,15,A,1,1,192.18,5,36-45,Casa,Cartao_Debito
M,1,A,0,1,109.83,5,0-17,Casa,PIX
M,20,C,2,1,265.69,1,46-50,Eletronicos,Boleto
F,5,B,3,0,446.2,5,26-35,Brinquedos,Dinheiro
M,7,A,4,1,240.59,5,26-35,Alimentos,PIX
F,20,A,3,0,135.1,3,51-55,Brinquedos,Cartao_Credito
F,1,B,3,0,105.76,1,0-17,Roupas,PIX
M,11,C,2,1,307.14,4,36-45,Roupas,Cartao_Credito
M,4,B,0,0,186.23,1,0-17,Beleza,PIX
F,9,A,0,0,878.26,5,26-35,Casa,Cartao_Credito
M,9,B,2,1,149.9,5,36-45,Alimentos,PIX
F,0,C,0,1,184.01,5,26-35,Brinquedos,Dinheiro
M,16,A,3,0,587.35,4,36-45,Eletronicos,PIX
M,0,A,0,0,70.2,5,0-17,Brinquedos,PIX
M,17,A,0,1,283.63,5,51-55,Brinquedos,Boleto
F,13,A,1,0,252.48,3,36-45,Beleza,PIX
M,4,B,4,0,88.17,2,18-25,Roupas,PIX
F,10,B,0,1,493.18,3,36-45,Roupas,Boleto
M,19,B,4,1,354.12,4,55+,Casa,Dinheiro
F,0,C,4,1,208.78,1,26-35,Roupas,PIX
F,9,B,1,0,565.87,2,36-45,Casa,Cartao_Credito
M,20,B,4,1,94.18,1,51-55,Alimentos,PIX
M,16,A,1,0,35.45,3,18-25,Eletronicos,PIX
M,9,A,4,0,746.88,1,26-35,Eletronicos,Cartao_Credito
F,20,B,1,1,83.84,2,55+,Eletronicos,Cartao_Debito
F,7,A,0,1,282.85,2,36-45,Beleza,PIX
M,14,C,3,0,252.3,5,51-55,Esportes,PIX
F,20,C,3,0,98.75,4,26-35,Alimentos,Dinheiro
M,14,C,3,1,354.8,5,36-45,Casa,Dinheiro
F,18,A,1,1,450.24,4,51-55,Brinquedos,Dinheiro
F,4,A,3,1,188.69,2,26-35,Roupas,Dinheiro
M,13,B,2,0,195.94,2,46-50,Beleza,PIX
F,20,B,2,0,368.21,5,26-35,Beleza,Dinheiro
M,12,B,3,1,209.17,2,46-50,Eletronicos,Dinheiro
M,10,C,4,0,593.19,2,36-45,Esportes,Boleto
F,14,A,4,1,327.6,2,46-50,Eletronicos,Cartao_Debito
M,9,B,1,1,561.52,1,36-45,Esportes,Boleto
M,13,A,3,1,627.14,3,51-55,Casa,Boleto
F,5,A,0,0,40.49,3,18-25,Alimentos,PIX
M,12,A,1,1,187.86,2,36-45,Alimentos,PIX
F,12,A,1,1,128.36,5,46-50,Eletronicos,Cartao_Credito
M,6,A,3,1,198.61,1,26-35,Alimentos,PIX
M,7,C,2,0,61.57,2,26-35,Alimentos,PIX
M,4,C,0,0,250.08,3,18-25,Eletronicos,PIX
M,6,B,4,1,347.7,5,51-55,Eletronicos,Cartao_Credito
M,4,B,3,1,368.11,1,26-35,Eletronicos,Cartao_Credito
M,18,B,0,1,101.74,2,51-55,Alimentos,Boleto
M,0,A,4,0,793.0,2,18-25,Casa,Cartao_Credito
F,12,C,0,1,63.7,5,46-50,Beleza,PIX
F,13,B,3,0,390.77,4,51-55,Eletronicos,Cartao_Credito
F,10,C,0,0,108.44,1,36-45,Beleza,Dinheiro
F,2,A,3,0,1097.86,1,26-35,Esportes,PIX
F,10,C,4,0,137.36,4,26-35,Brinquedos,Dinheiro
F,12,C,0,0,74.52,3,51-55,Beleza,Dinheiro
M,1,A,1,0,32.57,1,0-17,Beleza,PIX
M,1,B,4,1,400.45,4,18-25,Casa,Boleto
F,17,B,0,1,116.81,5,51-55,Beleza,PIX
F,0,A,2,1,128.35,2,36-45,Beleza,Boleto
M,8,C,0,1,201.94,4,26-35,Esportes,Dinheiro
M,16,C,4,1,125.52,4,46-50,Casa,Dinheiro
M,9,A,2,0,395.93,2,36-45,Eletronicos,Dinheiro
M,12,C,2,0,184.2,2,36-45,Eletronicos,Dinheiro
M,5,A,0,1,369.79,5,26-35,Eletronicos,Cartao_Credito
F,14,A,2,1,618.84,2,46-50,Eletronicos,Cartao_Credito
F,19,C,0,0,102.42,5,55+,Beleza,PIX
F,16,C,2,1,265.18,2,51-55,Eletronicos,Boleto
M,11,C,4,0,369.11,1,51-55,Eletronicos,Boleto
F,18,B,1,0,97.83,2,55+,Alimentos,PIX
M,13,C,0,1,108.99,3,26-35,Alimentos,Dinheiro
F,3,B,0,1,188.96,4,26-35,Beleza,Dinheiro
F,18,C,4,0,132.8,2,0-17,Beleza,Dinheiro
F,2,C,0,0,172.42,3,0-17,Beleza,Cartao_Debito
F,12,A,0,0,192.93,2,46-50,Eletronicos,Cartao_Credito
F,12,B,0,0,265.6,1,46-50,Esportes,Dinheiro
F,5,C,2,0,341.67,1,0-17,Eletronicos,Cartao_Credito
M,18,A,0,0,59.88,2,51-55,Casa,PIX
M,9,A,4,1,320.13,2,36-45,Eletronicos,Cartao_Debito
M,17,C,2,0,426.39,5,51-55,Esportes,Boleto
M,13,A,0,0,521.73,5,36-45,Eletronicos,Boleto
